area_en,Al Makhtoum International Airport,Burj Al Arab,Burj Khalifa,City Centre Mirdif,Downtown Dubai,Dubai International Airport,Dubai Mall,Dubai Parks and Resorts,Expo 2020 Site,Global Village,Hamdan Sports Complex,IMG World Adventures,Ibn-e-Battuta Mall,Jabel Ali,Mall of the Emirates,Marina Mall,Motor City,center,east,north,south,west
Al Sabkha,44.99014382761803,18.467385080083485,8.5191846915856,12.001383257122104,8.63745668568894,6.635874710690324,8.368248435376156,48.83195722713911,36.628974718849115,22.295802055983735,24.305944918231827,20.827671118297065,30.983102008330178,32.665951242483146,19.3993126235336,26.853858790374467,25.46910455863785,0.26511662362803506,31.225393302788323,14.90362654877249,46.73052096987174,33.19441995096799
Al Saffa First,36.471918148149925,10.868192816680175,1.9200619715002115e-12,13.569439016752753,0.4691152595425402,11.063499823693387,0.4848316790925596,40.80300930373493,28.13441489677493,14.639051266158171,16.82028732903762,13.528514912801883,22.957381207725874,24.355594160750165,11.229357152454064,18.933147833438476,16.995496054596746,8.520461368427235,36.91805173665125,22.57265815087697,38.590622540981144,28.078462690980835
Al Saffa Second,28.503463104145293,4.482191925415345e-12,10.868192816685434,23.860076810806532,11.05720714004042,21.930711208330074,11.270685300050024,30.388637499773196,19.597370967616474,14.650380666183324,16.70920830759111,15.015031516066703,12.592995938469581,14.728764785920292,2.702373369823937,8.427211535022384,11.691531997395881,18.375309448727435,47.719545235652284,29.99480821291098,33.497400088500754,18.686384686231477
Al Safouh First,28.503463104145293,4.482191925415345e-12,10.868192816685434,23.860076810806532,11.05720714004042,21.930711208330074,11.270685300050024,30.388637499773196,19.597370967616474,14.650380666183324,16.70920830759111,15.015031516066703,12.592995938469581,14.728764785920292,2.702373369823937,8.427211535022384,11.691531997395881,18.375309448727435,47.719545235652284,29.99480821291098,33.497400088500754,18.686384686231477
Al Satwa,38.98092922043472,12.541043602936794,2.649660286114045,13.421937437785733,2.934439779640232,9.880843054105386,2.699222144820845,42.81449393557133,30.550225261662288,17.238014661736806,19.397363704210683,16.05694339683016,24.95309187880312,26.566619537851132,13.312914267008615,20.851770156246495,19.585395610873654,6.067963241381615,35.80601726495064,19.92302558504306,41.23951414884664,28.651756468756925
Al Suq Al Kabeer,44.1064773963536,17.36099610929055,7.657022109038509,12.660535994481556,7.821309804010327,7.502066180655692,7.555125584265138,47.74042568521302,35.68552746623875,21.75032085940617,23.80683139076001,20.352852237440327,29.901630922380548,31.64012596599658,18.361974000598906,25.762733447999008,24.650756859499214,1.0312173990853977,32.38203886273707,15.29666137872463,46.07966985010671,32.01573941381599
Al Thanyah Fifth,20.02175933196956,9.615487239504125,19.932755733441674,31.7781371944004,20.02051740276703,30.79620918255935,20.26588597852324,20.88862580264271,11.115551308421505,16.83042974055697,18.03064634307422,18.218296757384906,3.0267663972512704,5.485569183318248,8.711195253965293,1.3641700164155997,10.107948960409164,27.88903392158342,56.08521402702529,39.44851033711894,27.30922500698057,16.9308483118309
Al Thanyah Third,21.839445454882956,6.701529336635927,16.336427168562306,27.952195016525163,16.391420260021476,27.08224441883335,16.643815659876786,24.491375106530185,12.907009290362005,13.557322521641932,15.01148367696831,14.76731222164464,6.750860072729823,8.15389087237502,5.149587003806295,3.3584789911710278,7.598985461419776,24.489905354037344,52.27094323040319,36.66876906613601,27.598241763229183,18.98646931858425
Al Ttay,55.5322505542235,38.66554940698074,28.65517147694147,15.09727250977231,28.30026659624541,19.298430695432092,28.174850807534074,65.17647749806231,49.771394153380506,30.99540667664842,31.311681370963697,29.051841544143773,48.591755933604176,48.497875117028535,37.87734929798108,45.28344786334473,38.027510740023395,26.119024167584275,13.81998516223248,34.3013023304852,51.3588031995702,56.71690683303106
Al Twar First,45.723781489160466,21.930711208326898,11.063499823692323,5.6844208417620585,10.883284287817705,6.397307970716895e-13,10.66259185548905,51.55481037261702,37.98526859497621,21.234173495301004,22.862472718239665,19.416023551253375,33.801491614739945,34.85855321555424,22.101939492991303,29.87134870116606,26.10512041458899,6.900782435634205,25.945017539517544,19.050050687210856,45.74240288398073,38.507693709674975
Al Twar Fourth,45.723781489160466,21.930711208326898,11.063499823692323,5.6844208417620585,10.883284287817705,6.397307970716895e-13,10.66259185548905,51.55481037261702,37.98526859497621,21.234173495301004,22.862472718239665,19.416023551253375,33.801491614739945,34.85855321555424,22.101939492991303,29.87134870116606,26.10512041458899,6.900782435634205,25.945017539517544,19.050050687210856,45.74240288398073,38.507693709674975
Al Twar Second,47.55324120463618,23.06458218933781,12.247505359800302,7.389106698180056,12.134568628013932,2.1293705957114275,11.892949388358884,52.98734605541815,39.691492093382884,23.24052602813331,24.91238749906382,21.450095931497625,35.17222690138999,36.383101411826054,23.441587843053135,31.1754705206085,27.900377569728654,6.449983691034445,25.276063103996282,17.161904672900935,47.78809561026005,39.034038540702724
Al Twar Third,45.723781489160466,21.930711208326898,11.063499823692323,5.6844208417620585,10.883284287817705,6.397307970716895e-13,10.66259185548905,51.55481037261702,37.98526859497621,21.234173495301004,22.862472718239665,19.416023551253375,33.801491614739945,34.85855321555424,22.101939492991303,29.87134870116606,26.10512041458899,6.900782435634205,25.945017539517544,19.050050687210856,45.74240288398073,38.507693709674975
Al Waheda,48.53424919988474,22.64266457781895,12.282882870041961,10.830191288958442,12.303870545989371,5.227988453417678,12.038097897754085,52.94703398295288,40.35996251858093,24.96239199599857,26.806643395409104,23.305112757113374,35.08514904221875,36.62616640537634,23.419686667720985,30.983355874357418,28.892511291031063,4.455109708348722,27.186896351978017,13.830243917884495,49.56342267895714,37.40871570997708
Al Warqa First,45.723781489160466,21.930711208326898,11.063499823692323,5.6844208417620585,10.883284287817705,6.397307970716895e-13,10.66259185548905,51.55481037261702,37.98526859497621,21.234173495301004,22.862472718239665,19.416023551253375,33.801491614739945,34.85855321555424,22.101939492991303,29.87134870116606,26.10512041458899,6.900782435634205,25.945017539517544,19.050050687210856,45.74240288398073,38.507693709674975
Al Warqa Fourth,45.723781489160466,21.930711208326898,11.063499823692323,5.6844208417620585,10.883284287817705,6.397307970716895e-13,10.66259185548905,51.55481037261702,37.98526859497621,21.234173495301004,22.862472718239665,19.416023551253375,33.801491614739945,34.85855321555424,22.101939492991303,29.87134870116606,26.10512041458899,6.900782435634205,25.945017539517544,19.050050687210856,45.74240288398073,38.507693709674975
Al Warqa Second,45.723781489160466,21.930711208326898,11.063499823692323,5.6844208417620585,10.883284287817705,6.397307970716895e-13,10.66259185548905,51.55481037261702,37.98526859497621,21.234173495301004,22.862472718239665,19.416023551253375,33.801491614739945,34.85855321555424,22.101939492991303,29.87134870116606,26.10512041458899,6.900782435634205,25.945017539517544,19.050050687210856,45.74240288398073,38.507693709674975
Al Warqa Third,43.056718735478306,24.50961174359461,14.970757914683427,3.357707099513059,14.566201745675851,8.92407714001451,14.486532566592507,51.444155164965295,36.45784102265705,17.886864479869164,18.75893072327166,15.879937398315583,34.50965407335093,34.637849966968794,23.670494368313015,31.11064903340885,24.452928530166222,15.17539607159868,25.130920396320096,27.886838832468502,40.887395495504755,42.78424498239438
Al Warsan First,41.52507104941188,23.947047013921015,14.933164940093882,4.9332379291912964,14.5027486135479,10.225337676020597,14.455497273705127,50.23405604181305,35.093499513973704,16.41720429339655,17.175814079445203,14.415908302471957,33.501938120244645,33.47734036325723,22.92928978485607,30.220989196971203,23.15226445076315,16.10137115528437,26.57321840711281,29.27006794330864,39.154031513660456,42.40540979105227
Al Warsan Second,44.81128108084805,22.943350405300354,12.348973273364816,2.081144380892992,12.050953403829038,3.6052558133769232,11.88601043378939,51.69813282427648,37.489031071060076,19.81106381949353,21.179396577086543,17.876190339463644,34.17938232725562,34.86726816138476,22.690834455815608,30.430396453433964,25.440209249914115,10.239485758745998,24.873706833843585,22.542346405373856,43.947844729572175,40.37397299813558
Al Warsan Third,41.83587709571806,27.36331278349573,19.21504430205608,9.229296465270803,18.764812451829872,14.808076705634754,18.75108482946468,51.80491481630974,36.21256429344196,17.50047054235862,17.653639111496663,15.62622816492614,35.80568456418334,35.33227988256035,26.009462573415554,32.86537583973331,24.695848632563337,20.84880613349513,26.684517263485176,33.77459645779672,38.105467972532736,46.01459899312806
Al Wasl,35.80667016256501,9.326227724700866,1.8549440610147456,15.415945993206888,2.2497448387369032,12.705755564153955,2.338999077953525,39.518351350614985,27.303580913860152,15.04811892248295,17.285347598142067,14.153541109564184,21.655815965905383,23.257044275649267,10.00076895071186,17.56904217296166,16.577986700201638,9.362278996423447,38.62346451453251,22.736517443848232,38.4927858780166,26.237882864444526
Al Yelayiss 1,21.12097556551428,18.791155883472495,20.418703913551226,24.33431939113968,20.100683868644413,26.771187620214732,20.33685587401494,32.32869441706023,16.37028808718319,5.827660088768886,3.910388406138071,7.3968000188681255,19.481326364295377,17.46059349611139,16.12181724404398,18.528780612742437,8.127278401929459,28.21134853894344,47.117254667199795,42.844880328463816,18.972344505411602,34.67494020345996
Al Yelayiss 2,17.941750312791157,18.901343356459314,22.138754030597898,27.209654255961546,21.866780633172645,29.326822535728102,22.117383453673614,29.356262784313234,13.414344701565504,8.095260735143441,6.669366067424181,9.943230246679624,17.54444588187199,15.131466613173144,16.199905259826746,17.212628562655723,7.356703349834657,30.24525118418988,50.23408325297344,44.7028926395584,16.572305940529173,33.447158224350765
Al Yelayiss 5,14.285459801207566,20.610868485379964,25.17939623213266,30.91367046614229,24.94360358045007,32.87989664768314,25.2021545006858,26.494568915195025,10.809756176985632,11.671815735859758,10.3938530006258,13.584111470044327,16.772394149083258,13.805814270129707,17.966253599381595,17.343819684302225,8.98597338405629,33.459301516819636,53.968302953721015,47.735128155750665,13.432307910261473,33.34758343523267
Al Yufrah 1,31.072639721023197,29.794169200475817,27.20828362326221,24.046707083221726,26.76736085791442,28.661965686024608,26.91637305520137,44.32817494045303,28.5544284938042,15.168378979160083,13.281354581006244,14.906165463636697,32.4166133806974,30.352524402379505,27.365920777481215,31.214212640018825,20.807047564885202,32.811119384821126,41.859505549543,47.29756448127649,24.060513231367292,47.113999423753675
BARSHA HEIGHTS,23.65302152371446,4.8830530919460955,14.78412629329045,26.78475417897951,14.868100596720183,25.650832632613835,15.114036194709417,26.022833681876943,14.725833639074397,13.600242596279465,15.262423373321413,14.594345280640093,8.174252521404464,9.908611560302012,3.5583445313396442,4.268861952119156,8.436935271307867,22.821345490599438,51.03324184698597,34.86173065085959,29.195727714289387,18.607708647678614
BLUEWATERS,21.830006119364345,9.397667600331792,20.151908900247367,32.55978508414447,20.29388937470825,31.166079688632937,20.524387822096276,21.096243946579474,13.066047394160655,18.68400403232119,20.031474408154356,19.9394240042204,3.88581881745018,7.245518802517487,9.182688847388365,1.8603596321821094,12.257966300114441,27.75623010368605,56.74125637014102,38.628423117055874,29.580026972289645,14.543651636315932
BURJ KHALIFA,36.471918148149925,10.868192816680175,1.9200619715002115e-12,13.569439016752753,0.4691152595425402,11.063499823693387,0.4848316790925596,40.80300930373493,28.13441489677493,14.639051266158171,16.82028732903762,13.528514912801883,22.957381207725874,24.355594160750165,11.229357152454064,18.933147833438476,16.995496054596746,8.520461368427235,36.91805173665125,22.57265815087697,38.590622540981144,28.078462690980835
BUSINESS BAY,35.3767211717947,9.617458198567343,1.2624312699220213,14.65032378558116,1.4581584703992434,12.313700094537182,1.6551460047556674,39.55010252402859,26.98049165691041,14.069092069680087,16.28997992515953,13.102598964171683,21.701050311509913,23.13056946894204,9.976303071912596,17.671937881239085,15.986439329336877,9.632912825922583,38.14123938721424,23.420491952289225,37.74612045917066,27.00881635980998
Bukadra,36.40976389422358,14.660308658868066,5.6752219519862,9.360061558460766,5.212322212182568,9.318637564802176,5.235394724017308,42.83528791698795,28.782213310653507,12.133356778376914,13.967754490895251,10.464997407788617,25.35853262718691,26.006711438376893,14.034296067600781,21.69082901025966,16.820412499175458,10.713555073818886,33.65360904044811,25.475248412610405,36.73921337770648,32.919112512438254
Business Bay,35.3767211717947,9.617458198567343,1.2624312699220213,14.65032378558116,1.4581584703992434,12.313700094537182,1.6551460047556674,39.55010252402859,26.98049165691041,14.069092069680087,16.28997992515953,13.102598964171683,21.701050311509913,23.13056946894204,9.976303071912596,17.671937881239085,15.986439329336877,9.632912825922583,38.14123938721424,23.420491952289225,37.74612045917066,27.00881635980998
CHERRYWOODS,19.649353671689035,17.527192838777818,20.200633199501194,25.259234648125787,19.918852536357768,27.31321485553138,20.166909228988615,30.396181428776192,14.449098429404026,6.0796675900210335,4.763958851561501,7.946145534566745,17.484769222821477,15.424496859977655,14.829979788544703,16.67408461765974,6.3757660029617504,28.257698080899722,48.4394320413742,42.75035429830422,18.57935309929707,32.87199355594113
CITY OF ARABIA,29.131463101062025,16.196300293130978,13.23720726080587,15.58237115253654,12.82820283075772,17.99132524827232,13.013595150401306,38.24227406347137,22.786520705669073,4.015758859158035,4.974057622461403,2.056750230238472,22.457039739405165,21.77614585838159,14.109923166698064,19.89543006568843,11.11890123307745,20.090567919931512,38.99373606664478,34.855399334710086,27.789498986025265,34.520002299799124
CITY WALK,37.28377538252698,10.698368971305191,1.7468982574270857,14.64853475155351,2.207301637509198,11.532827057177286,2.116545420683326,40.96461813226592,28.794319342625734,16.1483741498835,18.358788241233526,15.128614546764037,23.103630297430843,24.741741995143734,11.47644677743789,19.001116815187892,18.00163729320031,7.8733951799774,37.47779038840995,21.347393226981648,39.833867863926635,27.134113300216146
DAMAC HILLS,18.173177982854003,14.392878922691082,19.10899289576165,26.400030293744877,18.910265543780124,27.61531558949991,19.17473988875636,27.169668487078432,11.478456246328072,7.315440933532016,7.271965717490664,9.299005052087805,13.344013991307467,11.479488942719644,11.712952073207024,12.562370953776568,2.70266853990186,27.52414288626793,50.25968497303302,41.581061285356384,19.710143313039506,28.78973179604085
DISCOVERY GARDENS,16.637406663448584,12.462808237288394,22.170855419755384,33.228599944804266,22.20164693266401,32.76092266198142,22.458819724166506,18.83107884013625,7.720574867056953,16.681572932856533,17.483983171124226,18.323305405621195,2.735330424113513,2.2661170238896826,11.047680326925397,4.741873873380947,9.450207693144662,30.38779929071597,57.59303667742557,42.44989657065147,24.127402415709273,19.421943316258016
DMCC-EZ2,20.642825410336126,9.13588483702655,19.56089985745348,31.54741222863256,19.660366011205948,30.465770064015903,19.902819206585995,21.30097157260412,11.738409762590603,16.93476856606744,18.201068574321916,18.270736916825154,3.457931296033724,6.096359095552365,8.36434273289549,0.7624166426757307,10.348575870784726,27.453763484554376,55.82945895454647,38.9064421655796,27.899445618653992,16.50649080856872
DOWN TOWN JABAL ALI,8.971516692003775,19.59737096761683,28.13441489677493,37.472266357875064,28.072091106619684,37.985268594974805,28.34019036008977,15.95899489562138,1.923676478457739e-12,18.77838632183436,18.63411637203263,20.740200363283478,9.460360983111153,5.848801773249931,17.686322002887803,12.458100664713617,12.074828944878803,36.60943515640003,61.580870654656444,49.46383433617857,17.195869223216018,25.866185731825762
DUBAI CREEK HARBOUR,40.18563562023562,18.702562524524158,8.678277173205885,5.17271705707424,8.290426383595332,6.0451595725370435,8.193471263539246,47.02572073605441,32.788682063833775,15.346950625480629,16.87880056696334,13.47204925263004,29.57952466982946,30.184887103544895,18.220265330911932,25.903557077285157,20.749580734440947,10.05086276417723,29.43247767343512,24.23172285767373,39.75052477504542,36.65659892292617
DUBAI DESIGN DISTRICT,36.37095085811358,12.419601722904142,2.5457648773566324,11.503511932230538,2.084962269900237,9.889725524681717,2.1080564470637566,41.66525155030553,28.322493566345045,13.30794059291863,15.379091772603573,11.94989822077237,23.930999548958486,24.985353008315165,12.275811481375644,20.05056575291448,16.716391459043457,9.1069378102176,35.34902529021021,23.71965298369745,37.700111534056816,30.232830758991618
DUBAI GOLF CITY,15.863517943399849,15.27261812301965,21.038541838593076,28.771310515884345,20.87017002541352,29.869442258975013,21.137613592006677,24.910401263902813,9.119735872688572,9.708210351072573,9.53338045871559,11.695721992005808,12.064821956324442,9.727302446813985,12.68597690133722,12.019253983951693,4.065270351773206,29.516730340775595,52.65752191855321,43.370134251024815,18.294636146938565,28.186548618191594
DUBAI HARBOUR,23.388620715969758,6.971517088014681,17.74617907666687,30.28060255854367,17.896217902461714,28.774998664362265,18.124032614889757,23.4903434242206,14.467882995220593,17.26338909920435,18.80097882762484,18.351666432949663,5.943688939405432,8.846994231769491,6.901176565181994,2.011526474534979,11.413474454051405,25.332165336380008,54.405136750116114,36.356097317767805,30.380167080762167,15.152247784293992
DUBAI HEALTHCARE CITY - PHASE 1,41.82730109336978,17.075832690797537,6.216169069393785,8.663423513211129,6.080668692976395,4.8978148012358895,5.843712930740062,46.92860060892294,33.791988784444484,18.200628801549453,20.100794126895178,16.59895751893793,29.112532654991806,30.349598571113738,17.38266014817044,25.123570118675488,22.162888520805122,4.811060686483139,30.838599379930052,19.431231118641964,42.78460529642843,33.70147690672712
DUBAI HEALTHCARE CITY - PHASE 2,41.82730109336978,17.075832690797537,6.216169069393785,8.663423513211129,6.080668692976395,4.8978148012358895,5.843712930740062,46.92860060892294,33.791988784444484,18.200628801549453,20.100794126895178,16.59895751893793,29.112532654991806,30.349598571113738,17.38266014817044,25.123570118675488,22.162888520805122,4.811060686483139,30.838599379930052,19.431231118641964,42.78460529642843,33.70147690672712
DUBAI HILLS,25.96340180535627,9.68214399998162,11.091982956441619,19.304873555023132,10.867370442014156,19.793588618803707,11.12873843108288,32.787094711639305,18.27963567011485,5.010636775816157,7.17836820688593,5.416287226221292,16.03282895577082,15.962777686710837,7.339286531103508,13.115062413500077,6.311967294532993,19.45165591027663,43.60299726315507,33.646371580375614,27.511653140483414,27.650569653063346
DUBAI INDUSTRIAL CITY,10.653905737102995,35.60176708176405,44.89509313740901,54.22823328750878,44.858361951114915,54.87187432741074,45.12464283587125,10.621560615511079,16.88660636617538,35.151298830314126,34.582059401211595,37.15462982384383,23.406670642537954,20.875199078453257,34.07691287165794,27.459632962256883,28.88395427424017,53.30500820206842,78.13803561954104,65.57004492666282,20.585387587632862,35.12277831877817
DUBAI INTERNATIONAL ACADEMIC CITY,34.73077391034351,22.084804292900234,16.222146892050116,12.197066877520435,15.754914344397983,16.453795811979603,15.842036790354427,44.76897338132455,29.09899415386271,10.48410816817757,10.51071968912102,8.71475841750393,29.18818348088972,28.455030127776208,20.308758888065164,26.551340651364384,17.760750663292512,20.735530971515338,33.52211536749164,35.08714281974546,31.58322220527655,40.702316534321135
DUBAI INVESTMENT PARK FIRST,8.971516692003775,19.59737096761683,28.13441489677493,37.472266357875064,28.072091106619684,37.985268594974805,28.34019036008977,15.95899489562138,1.923676478457739e-12,18.77838632183436,18.63411637203263,20.740200363283478,9.460360983111153,5.848801773249931,17.686322002887803,12.458100664713617,12.074828944878803,36.60943515640003,61.580870654656444,49.46383433617857,17.195869223216018,25.866185731825762
DUBAI INVESTMENT PARK SECOND,11.320396952429046,17.746210369145885,25.154123858116257,33.68576315157962,25.040822650952204,34.531837375683324,25.31039209400409,20.151004061216995,4.203275269025891,14.721472184905785,14.465155107223739,16.70662888660726,10.355828887792375,7.007961030810694,15.479053581692453,12.050142286170153,8.427030442474676,33.674453278334035,57.651599248638,47.06058054221024,16.45116160214175,27.206391655041262
DUBAI LAND RESIDENCE COMPLEX,31.64399253165371,20.843938150492807,16.56021797798359,14.875879609843025,16.109598376033617,18.62513143054055,16.244258602917707,41.96971888296644,26.199770764592937,7.888009509004528,7.5656612551172095,6.383761995681254,26.841950535915146,25.865052109685525,18.806598814677514,24.47998322386316,15.17107664426687,22.164202520981238,36.64098578538721,36.785457220525096,28.541311368647513,39.22246706281689
DUBAI LIFESTYLE CITY,21.38714158551313,14.678680033746211,17.190957787915,23.14730556592879,16.923963629755793,24.7696699057868,17.17613752063534,30.759044922695846,15.064573980068813,3.8250131372007887,3.7397741782731924,5.832033693017632,16.3069796711343,14.833974119976682,12.004691283458252,14.834556034682668,4.463842983613674,25.349084235075352,46.80823653531844,39.75960201448616,21.451515754816995,30.82075163035207
DUBAI MARINA,21.537854335818526,8.606758304611201,19.20293122924828,31.412551934630898,19.322665119572612,30.167847689075007,19.55967558672694,21.7818802697137,12.649610626460499,17.31589809703511,18.668494871089454,18.57735256269684,4.070994812677881,6.964212132788413,8.092802145840107,0.49660380629477524,10.926523458359133,26.974500826501277,55.64492102220982,38.21724456458218,28.824920073123888,15.760661773714025
DUBAI MARITIME CITY,43.16799140743735,15.660167732622805,7.29417306364222,15.103434282348143,7.601659053349363,10.152550892737795,7.367332060571931,46.00941158765004,34.56615615568596,21.905971346124364,24.060819080986963,20.70321586419517,28.252920478966633,30.224590150888375,16.979636163937958,24.084328292133733,24.003133978301353,3.5899702997164304,35.02803682174646,15.33516979597022,45.831472791528704,29.46706250977077
DUBAI PRODUCTION CITY,16.56281418125815,12.156476293638482,20.143397369480116,29.937000146472204,20.082136785136882,30.11018910534731,20.35008172258084,22.242482889436978,7.991052959086735,12.32939659683559,12.944708828959163,14.093096997904768,7.286462137267253,5.672594671844514,9.946872797903358,7.227943054310896,5.031870920192116,28.62295197054221,54.224900721624635,41.66400574786905,21.75094158781872,23.300526372315225
DUBAI SCIENCE PARK,22.085660573527168,10.126407283820221,14.581186627647119,23.197229842419144,14.417287004746965,23.72801535617371,14.685211998185403,29.045789800208603,14.331476219322711,6.156572303581006,7.54142831376341,7.611939035404818,12.906506066415682,12.326994606865403,7.42830062729294,10.68998383773103,2.4289999414368424,23.067569817460857,47.440019220333554,36.94737744777572,24.41383472630224,26.34910181995033
DUBAI SOUTH,3.1602543178185827,25.34329933149979,33.40813378158228,41.79060901396505,33.30762960038436,42.81202823517851,33.57714300192379,15.424133732355827,5.832289238054227,22.55950372254314,21.907383017746216,24.56651092725505,15.060002167432078,11.547773283537785,23.323391488707916,18.273810610143443,16.712228530846748,41.924035241490365,65.52972587820425,55.08492366152293,13.080545496526,30.83626726561659
DUBAI SPORTS CITY,17.345776741202265,12.613657908048,19.147126266118736,27.954865253243018,19.024072018470367,28.55589256490691,19.29357130383588,24.63355917330603,9.522706025269372,9.707397506913749,10.167300653993417,11.555811197335164,10.074469326753773,8.401899169670022,10.084961059701785,9.454604118730405,2.568927150442813,27.666650785724254,52.116868898694015,41.220493458764864,20.88665905832912,25.684523540877013
DUBAI STUDIO CITY,19.685322073761473,12.97661547254764,17.42713044084981,25.00216516327084,17.23131515786502,26.050354914526935,17.496200585095636,28.033954890404253,12.60295108612721,6.273835406085007,6.715290056193537,8.178078694147578,13.29726791469738,11.868342869750938,10.278414411325832,11.99237091635589,1.5707175609695303,25.851408372899897,48.99408583477952,39.896190777943296,21.375925045186587,28.118390122103445
DUBAI WATER CANAL,34.77888487304183,8.141554400851811,2.861873791820909,16.396133865264595,3.171487726433008,13.856289428679217,3.323171096058682,38.33805115908106,26.22609425038721,14.594797197218377,16.852136215791013,13.843123043407514,20.47579300191201,22.11039865727553,8.840564633785847,16.38414355652047,15.677467988632769,10.50359001823147,39.75405406612239,23.63468206786596,37.702050803919306,25.254284063526608
DUBAI WATER FRONT,15.597284676333343,30.38863749977582,40.8030093037362,52.00766772947873,40.87385797689552,51.55481037261658,41.1235850243795,0.0,15.958994895619563,34.307790264186075,34.43000069891537,36.18715053622266,17.86254304330535,16.853337092011074,29.573938956196127,21.97838536925484,27.15238308378536,48.74891639677645,76.36090021840002,59.51619005344879,27.480225377868734,25.60591582941727
Dubai International Airport,45.723781489160466,21.930711208326898,11.063499823692323,5.6844208417620585,10.883284287817705,6.397307970716895e-13,10.66259185548905,51.55481037261702,37.98526859497621,21.234173495301004,22.862472718239665,19.416023551253375,33.801491614739945,34.85855321555424,22.101939492991303,29.87134870116606,26.10512041458899,6.900782435634205,25.945017539517544,19.050050687210856,45.74240288398073,38.507693709674975
Dubai Investment Park First,12.918009757209038,15.692784401116631,24.58026055584635,34.61068634242187,24.54898465037487,34.73368881021968,24.814582193679463,17.677074241519993,3.9468004079394783,16.661427140331128,16.959223375299196,18.5177443780896,6.086206301527197,2.589299380948267,13.876778996311815,8.581760535110197,9.476232806727973,32.994685467944905,58.88750632238056,45.62023808012395,20.32143724802145,22.910786150355964
Dubai Investment Park Second,11.320396952429046,17.746210369145885,25.154123858116257,33.68576315157962,25.040822650952204,34.531837375683324,25.31039209400409,20.151004061216995,4.203275269025891,14.721472184905785,14.465155107223739,16.70662888660726,10.355828887792375,7.007961030810694,15.479053581692453,12.050142286170153,8.427030442474676,33.674453278334035,57.651599248638,47.06058054221024,16.45116160214175,27.206391655041262
EMAAR SOUTH,2.8044743344354726,31.021551837930453,39.19706142710119,47.325899386938445,39.09394548608317,48.515409853089686,39.363490624768744,14.932396288036664,11.424659252485139,27.999770814356904,27.155829826911745,30.002050001077617,20.123148492587724,16.817487035716585,29.065743268013485,23.656073434918813,22.44425601698814,47.71394601684547,70.85033383375301,60.84157914900125,12.843856756932377,34.85432279174124
EMIRATE LIVING,19.78588724182294,8.851481550563456,18.452260505545304,29.780251350019356,18.4916153965772,29.110969978914067,18.747128558830266,22.44423339222256,10.824706601120372,14.33734845764376,15.528242234319784,15.755072108071582,4.952560379017979,5.970404047010524,7.315626390247373,2.898990600907158,7.634455131912817,26.65489457057102,54.13281212097911,38.83836558738524,26.05958637894888,19.133769625566515
Eyal Nasser,45.581533768526164,19.01067203933069,9.110181329451787,12.146809303322113,9.229575373918783,6.670221896960808,8.960377240662126,49.383400658926654,37.216108409451444,22.862793961061183,24.86470878350038,21.382905680857228,31.538559591237263,33.2391732426811,19.968866260739475,27.405022533341402,26.06114978333663,0.6355972575967836,30.910038995345424,14.386048709343237,47.31024543258298,33.57287569325444
FALCON CITY OF WONDERS,29.551198538157024,16.313996815620243,13.056478633707915,15.166574242200422,12.640940116986263,17.614348790487664,12.820535105360728,38.62431861584873,23.18867856232585,4.424983936908863,5.384750882918733,2.4502162067138635,22.77514085955582,22.13408530656811,14.273108049931377,20.167597334084597,11.49085546485515,19.800118632101004,38.57709611250443,34.56646753713545,28.18191406143388,34.69597682049844
GRAND VIEWS,32.1850069371804,11.560521202153243,6.281036462904346,13.393438238661322,5.89184509767999,13.550366068369692,6.095981728506478,38.63779680197341,24.492902373207226,8.581039077135907,10.672287976467747,7.2888753512258075,21.312607019448695,21.790697570258587,10.398936242945199,17.807012248144186,12.555208332861794,13.82307149678279,37.75706935376777,28.440385045210217,33.01885298457279,30.214897786312225
Ghadeer Al tair,31.575784529016143,8.782757147303798,5.132784713492403,15.473625057127506,4.913207197481775,14.681855132543383,5.176876393923409,36.93131724548063,23.459994043620107,9.785665175226503,12.030255396349252,8.988085639784673,19.313813340120426,20.182448562897758,7.924958678115667,15.585668115915881,11.971798954891513,13.537983586381765,39.72618618882044,27.697889747512065,33.460665427217506,27.378455266470944
Grayteesah,35.193432484488994,44.21146064066692,43.18345155685418,39.79482776820756,42.75653777661993,44.69804172904496,42.92229245583803,50.58051832933546,36.768422240441836,29.850082650361205,27.642301194174795,30.170090183924668,43.519330164146375,40.58014911382383,41.58459665538502,43.55731920392862,33.48280882143372,49.01784467620694,54.05769061107592,63.47102656046365,24.05447788799505,59.78618420691454
HORIZON,36.360989503125055,11.05720714003448,0.4691152595387675,13.225936460125988,2.560130463130754e-12,10.88328428781926,0.26957249884517914,40.873857976893824,28.07209110661941,14.307408107299363,16.475217934224126,13.159689399757164,23.041994425510754,24.373816141118013,11.309903403928296,19.043042823630365,16.838146529620932,8.652692005439814,36.686758683330304,22.83622918226699,38.34395636413954,28.421609655601298
Hadaeq Sheikh Mohammed Bin Rashid,27.902266793110062,8.089023987189123,8.762360239439634,18.25440355689478,8.57812054613864,18.117850668440187,8.844815102201173,33.78331485415402,19.885208460957937,7.192493020509477,9.438505379073186,7.091493254733637,16.48322801371889,16.94286783173605,6.189399770701303,13.102098990058856,8.28153508902141,17.22122131789039,42.61845528803499,31.254606994100516,29.924483391003175,26.586292445055616
